InvoiceNo,StockCode,Product,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550644,22149,,6,19-04-2011 16:19,2.1,12733,USA
550644,22147,,7,19-04-2011 16:19,1.45,12733,USA
550644,22301,,6,19-04-2011 16:19,2.55,12733,USA
550644,22970,,6,19-04-2011 16:19,2.55,12733,USA
550644,22423,,6,19-04-2011 16:19,12.75,12733,USA
550644,37501,,5,19-04-2011 16:19,6.95,12733,USA
550644,37500,,4,19-04-2011 16:19,4.95,12733,USA
550661,22989,,6,20-04-2011 09:20,3.25,12656,France
550661,23052,,2,20-04-2011 09:20,8.25,12656,France
550661,23053,,2,20-04-2011 09:20,8.25,12656,France
550661,22376,,4,20-04-2011 09:20,4.25,12656,France
550661,22374,,4,20-04-2011 09:20,4.25,12656,France
550661,22371,,4,20-04-2011 09:20,4.25,12656,France
550661,21936,,30,20-04-2011 09:20,2.95,12656,France
550661,22629,,12,20-04-2011 09:20,1.95,12656,France
550661,22382,,20,20-04-2011 09:20,1.65,12656,France
550661,22662,,20,20-04-2011 09:20,1.65,12656,France
550661,20725,,20,20-04-2011 09:20,1.65,12656,France
550661,22384,,20,20-04-2011 09:20,1.65,12656,France
550661,22326,,12,20-04-2011 09:20,2.95,12656,France
550661,84279P,,4,20-04-2011 09:20,3.75,12656,France
550661,84279B,,4,20-04-2011 09:20,3.75,12656,France
550661,20726,,20,20-04-2011 09:20,1.65,12656,France
550661,22630,,12,20-04-2011 09:20,1.95,12656,France
550661,POST,,4,20-04-2011 09:20,18,12656,France
550665,20685,,2,20-04-2011 09:31,7.95,12530,Germany
550665,22740,,48,20-04-2011 09:31,0.85,12530,Germany
550665,23256,,8,20-04-2011 09:31,4.15,12530,Germany
550665,23199,,30,20-04-2011 09:31,2.08,12530,Germany
550665,23204,,50,20-04-2011 09:31,0.85,12530,Germany
550665,23255,,4,20-04-2011 09:31,4.15,12530,Germany
550665,84997D,,8,20-04-2011 09:31,4.15,12530,Germany
550665,84997C,,4,20-04-2011 09:31,4.15,12530,Germany
550665,20723,,10,20-04-2011 09:31,0.85,12530,Germany
550665,20724,,20,20-04-2011 09:31,0.85,12530,Germany
550665,22385,,10,20-04-2011 09:31,2.08,12530,Germany
550665,85099B,,30,20-04-2011 09:31,2.08,12530,Germany
550665,22432,,6,20-04-2011 09:31,1.95,12530,Germany
550665,POST,,2,20-04-2011 09:31,18,12530,Germany
C550668,22636,,-6,20-04-2011 09:49,7.65,12457,Switzerland
550671,23199,,100,20-04-2011 10:10,1.79,12457,Switzerland
C550672,23199,,-100,20-04-2011 10:10,1.79,12457,Switzerland
550821,22841,,1,21-04-2011 08:54,7.95,12506,France
550821,22840,,1,21-04-2011 08:54,7.95,12506,France
550821,22934,,1,21-04-2011 08:54,2.95,12506,France
550821,22933,,1,21-04-2011 08:54,2.95,12506,France
550821,22090,,1,21-04-2011 08:54,2.95,12506,France
550821,22432,,1,21-04-2011 08:54,1.95,12506,France
550821,22963,,1,21-04-2011 08:54,0.85,12506,France
550821,22962,,1,21-04-2011 08:54,0.85,12506,France
550821,22960,,1,21-04-2011 08:54,4.25,12506,France
550821,22989,,1,21-04-2011 08:54,3.25,12506,France
550821,22907,,1,21-04-2011 08:54,0.85,12506,France
550821,22722,,1,21-04-2011 08:54,3.95,12506,France
550821,22978,,1,21-04-2011 08:54,3.75,12506,France
550821,84378,,1,21-04-2011 08:54,1.25,12506,France
550821,84375,,1,21-04-2011 08:54,2.1,12506,France
550821,21658,,1,21-04-2011 08:54,3.95,12506,France
550821,84988,,1,21-04-2011 08:54,1.45,12506,France
550821,84987,,1,21-04-2011 08:54,1.45,12506,France
550821,21974,,1,21-04-2011 08:54,1.45,12506,France
550821,22328,,1,21-04-2011 08:54,2.95,12506,France
550821,22604,,1,21-04-2011 08:54,2.55,12506,France
550821,22927,,1,21-04-2011 08:54,5.95,12506,France
550821,22926,,1,21-04-2011 08:54,5.95,12506,France
550827,20725,,20,21-04-2011 10:16,1.65,12670,France
550827,22254,,12,21-04-2011 10:16,1.25,12670,France
550827,22255,,24,21-04-2011 10:16,0.85,12670,France
550827,20750,,8,21-04-2011 10:16,7.95,12670,France
550827,85014B,,6,21-04-2011 10:16,5.95,12670,France
550827,20682,,6,21-04-2011 10:16,3.25,12670,France
550827,22740,,48,21-04-2011 10:16,0.85,12670,France
550827,23206,,10,21-04-2011 10:16,1.65,12670,France
550827,22352,,12,21-04-2011 10:16,2.55,12670,France
550827,22629,,12,21-04-2011 10:16,1.95,12670,France
550827,22659,,12,21-04-2011 10:16,1.95,12670,France
550827,22631,,12,21-04-2011 10:16,1.95,12670,France
550827,22382,,10,21-04-2011 10:16,1.65,12670,France
550827,21035,,12,21-04-2011 10:16,3.25,12670,France
550827,22895,,12,21-04-2011 10:16,3.25,12670,France
550827,21559,,6,21-04-2011 10:16,2.55,12670,France
550827,22900,,12,21-04-2011 10:16,3.25,12670,France
550827,22556,,12,21-04-2011 10:16,1.65,12670,France
550827,22551,,12,21-04-2011 10:16,1.65,12670,France
550827,22303,,12,21-04-2011 10:16,2.55,12670,France
550827,21936,,5,21-04-2011 10:16,2.95,12670,France
550827,POST,,3,21-04-2011 10:16,18,12670,France
550899,22699,,6,21-04-2011 12:07,2.95,13505,Switzerland
550899,22697,,6,21-04-2011 12:07,2.95,13505,Switzerland
550899,22698,,6,21-04-2011 12:07,2.95,13505,Switzerland
550899,22744,,6,21-04-2011 12:07,2.95,13505,Switzerland
550899,22752,,2,21-04-2011 12:07,8.5,13505,Switzerland
550899,21156,,8,21-04-2011 12:07,1.95,13505,Switzerland
550899,21715,,8,21-04-2011 12:07,2.55,13505,Switzerland
550899,22938,,12,21-04-2011 12:07,1.95,13505,Switzerland
550899,22956,,6,21-04-2011 12:07,2.1,13505,Switzerland
550899,22955,,6,21-04-2011 12:07,2.1,13505,Switzerland
550899,21212,,24,21-04-2011 12:07,0.55,13505,Switzerland
550899,22951,,24,21-04-2011 12:07,0.55,13505,Switzerland
550899,22417,,24,21-04-2011 12:07,0.55,13505,Switzerland
550899,21976,,24,21-04-2011 12:07,0.55,13505,Switzerland
550899,22949,,12,21-04-2011 12:07,1.45,13505,Switzerland
550899,22423,,2,21-04-2011 12:07,12.75,13505,Switzerland
550899,22960,,6,21-04-2011 12:07,4.25,13505,Switzerland
550899,21242,,8,21-04-2011 12:07,1.69,13505,Switzerland
550899,21244,,8,21-04-2011 12:07,1.69,13505,Switzerland
550899,21245,,8,21-04-2011 12:07,1.69,13505,Switzerland
550899,21238,,8,21-04-2011 12:07,0.85,13505,Switzerland
550899,21240,,8,21-04-2011 12:07,0.85,13505,Switzerland
550899,21843,,3,21-04-2011 12:07,10.95,13505,Switzerland
550899,22090,,6,21-04-2011 12:07,2.95,13505,Switzerland
550899,22637,,4,21-04-2011 12:07,2.55,13505,Switzerland
550899,20750,,2,21-04-2011 12:07,7.95,13505,Switzerland
550899,22652,,10,21-04-2011 12:07,1.65,13505,Switzerland
550899,22077,,12,21-04-2011 12:07,1.65,13505,Switzerland
550899,22082,,10,21-04-2011 12:07,1.65,13505,Switzerland
550899,20719,,10,21-04-2011 12:07,0.85,13505,Switzerland
550899,22614,,24,21-04-2011 12:07,0.29,13505,Switzerland
550899,21981,,24,21-04-2011 12:07,0.29,13505,Switzerland
550899,21980,,24,21-04-2011 12:07,0.29,13505,Switzerland
550899,22585,,12,21-04-2011 12:07,1.25,13505,Switzerland
550899,22621,,12,21-04-2011 12:07,1.65,13505,Switzerland
550899,21716,,8,21-04-2011 12:07,2.55,13505,Switzerland
550899,21746,,12,21-04-2011 12:07,1.25,13505,Switzerland
550899,22138,,3,21-04-2011 12:07,4.95,13505,Switzerland
550899,22554,,12,21-04-2011 12:07,1.65,13505,Switzerland
550899,22557,,12,21-04-2011 12:07,1.65,13505,Switzerland
550899,84997A,,4,21-04-2011 12:07,4.15,13505,Switzerland
550899,84997C,,4,21-04-2011 12:07,4.15,13505,Switzerland
550899,84997B,,4,21-04-2011 12:07,4.15,13505,Switzerland
550899,20749,,2,21-04-2011 12:07,7.95,13505,Switzerland
550899,22556,,12,21-04-2011 12:07,1.65,13505,Switzerland
550899,22416,,12,21-04-2011 12:07,1.45,13505,Switzerland
550899,23256,,4,21-04-2011 12:07,4.15,13505,Switzerland
550899,22431,,6,21-04-2011 12:07,1.95,13505,Switzerland
550899,47590A,,3,21-04-2011 12:07,5.45,13505,Switzerland
550899,47590B,,3,21-04-2011 12:07,5.45,13505,Switzerland
550899,47566,,4,21-04-2011 12:07,4.95,13505,Switzerland
550899,85232D,,3,21-04-2011 12:07,4.95,13505,Switzerland
550899,22776,,2,21-04-2011 12:07,9.95,13505,Switzerland
550899,POST,,4,21-04-2011 12:07,40,13505,Switzerland
550911,23201,,10,21-04-2011 13:11,2.08,12354,Spain
550911,23204,,10,21-04-2011 13:11,0.85,12354,Spain
550911,23205,,10,21-04-2011 13:11,0.85,12354,Spain
550911,23254,,4,21-04-2011 13:11,4.15,12354,Spain
550911,23255,,4,21-04-2011 13:11,4.15,12354,Spain
550911,23256,,4,21-04-2011 13:11,4.15,12354,Spain
550911,21922,,2,21-04-2011 13:11,7.95,12354,Spain
550911,22839,,1,21-04-2011 13:11,14.95,12354,Spain
550911,21240,,32,21-04-2011 13:11,0.85,12354,Spain
550911,84997D,,4,21-04-2011 13:11,4.15,12354,Spain
550911,22899,,6,21-04-2011 13:11,2.1,12354,Spain
550911,22326,,6,21-04-2011 13:11,2.95,12354,Spain
550911,22628,,4,21-04-2011 13:11,4.95,12354,Spain
550911,22629,,12,21-04-2011 13:11,1.95,12354,Spain
550911,22384,,10,21-04-2011 13:11,1.65,12354,Spain
550911,22630,,12,21-04-2011 13:11,1.95,12354,Spain
550911,22631,,12,21-04-2011 13:11,1.95,12354,Spain
550911,20725,,10,21-04-2011 13:11,1.65,12354,Spain
550911,22635,,2,21-04-2011 13:11,9.95,12354,Spain
550911,22848,,1,21-04-2011 13:11,16.95,12354,Spain
550911,21217,,2,21-04-2011 13:11,9.95,12354,Spain
550911,22508,,4,21-04-2011 13:11,3.75,12354,Spain
550911,22456,,3,21-04-2011 13:11,4.95,12354,Spain
550911,22317,,6,21-04-2011 13:11,2.95,12354,Spain
550911,21380,,6,21-04-2011 13:11,2.95,12354,Spain
550911,22090,,6,21-04-2011 13:11,2.95,12354,Spain
550911,22668,,5,21-04-2011 13:11,2.95,12354,Spain
550911,21080,,12,21-04-2011 13:11,0.85,12354,Spain
550911,23052,,2,21-04-2011 13:11,8.25,12354,Spain
550911,23054,,2,21-04-2011 13:11,8.25,12354,Spain
550911,84988,,12,21-04-2011 13:11,1.45,12354,Spain
550911,21239,,32,21-04-2011 13:11,0.85,12354,Spain
550911,21238,,24,21-04-2011 13:11,0.85,12354,Spain
550911,22344,,24,21-04-2011 13:11,0.85,12354,Spain
550911,22343,,24,21-04-2011 13:11,0.85,12354,Spain
550911,21242,,24,21-04-2011 13:11,1.69,12354,Spain
550911,21244,,32,21-04-2011 13:11,1.69,12354,Spain
550911,21243,,32,21-04-2011 13:11,1.69,12354,Spain
550911,20675,,8,21-04-2011 13:11,1.25,12354,Spain
550911,20677,,8,21-04-2011 13:11,1.25,12354,Spain
550911,20676,,8,21-04-2011 13:11,1.25,12354,Spain
550911,21246,,6,21-04-2011 13:11,4.95,12354,Spain
550911,21843,,1,21-04-2011 13:11,10.95,12354,Spain
550911,22215,,2,21-04-2011 13:11,8.5,12354,Spain
550911,22180,,2,21-04-2011 13:11,9.95,12354,Spain
550911,21731,,12,21-04-2011 13:11,1.65,12354,Spain
550911,22983,,24,21-04-2011 13:11,0.42,12354,Spain
550911,23008,,1,21-04-2011 13:11,16.95,12354,Spain
550911,23010,,1,21-04-2011 13:11,16.95,12354,Spain
550911,21891,,12,21-04-2011 13:11,1.45,12354,Spain
550911,20749,,2,21-04-2011 13:11,7.95,12354,Spain
550911,20750,,2,21-04-2011 13:11,7.95,12354,Spain
550911,21533,,3,21-04-2011 13:11,4.95,12354,Spain
550911,21156,,8,21-04-2011 13:11,1.95,12354,Spain
550911,22623,,3,21-04-2011 13:11,5.95,12354,Spain
550911,21890,,6,21-04-2011 13:11,3.25,12354,Spain
550911,22138,,3,21-04-2011 13:11,4.95,12354,Spain
550911,22661,,10,21-04-2011 13:11,0.85,12354,Spain
550924,84997D,,72,21-04-2011 14:33,3.75,12664,Finland
550924,84997A,,36,21-04-2011 14:33,4.15,12664,Finland
550924,84997C,,44,21-04-2011 14:33,4.15,12664,Finland
550924,POST,,1,21-04-2011 14:33,40,12664,Finland
550946,22962,,12,21-04-2011 15:52,0.85,12708,Germany
550946,22963,,12,21-04-2011 15:52,0.85,12708,Germany
550946,23231,,25,21-04-2011 15:52,0.42,12708,Germany
550946,22326,,12,21-04-2011 15:52,2.95,12708,Germany
550946,22551,,12,21-04-2011 15:52,1.65,12708,Germany
550946,22629,,12,21-04-2011 15:52,1.95,12708,Germany
550946,21671,,12,21-04-2011 15:52,1.25,12708,Germany
550946,21672,,12,21-04-2011 15:52,1.25,12708,Germany
550946,21669,,12,21-04-2011 15:52,1.25,12708,Germany
550946,21668,,12,21-04-2011 15:52,1.25,12708,Germany
550946,22585,,12,21-04-2011 15:52,1.25,12708,Germany
550946,POST,,1,21-04-2011 15:52,18,12708,Germany
550960,23201,,10,21-04-2011 16:39,2.08,12622,Germany
550960,84945,,12,21-04-2011 16:39,0.85,12622,Germany
550960,22139,,3,21-04-2011 16:39,4.95,12622,Germany
550960,22197,,12,21-04-2011 16:39,0.85,12622,Germany
550960,85066,,2,21-04-2011 16:39,12.75,12622,Germany
550960,22639,,6,21-04-2011 16:39,2.55,12622,Germany
550960,22423,,1,21-04-2011 16:39,12.75,12622,Germany
550960,84279B,,4,21-04-2011 16:39,3.75,12622,Germany
550960,21328,,12,21-04-2011 16:39,1.65,12622,Germany
550960,21249,,6,21-04-2011 16:39,2.95,12622,Germany
550960,POST,,1,21-04-2011 16:39,18,12622,Germany
550998,47566B,,16,26-04-2011 09:12,4.95,12414,Austria
550998,47599A,,24,26-04-2011 09:12,2.1,12414,Austria
550998,22128,,48,26-04-2011 09:12,1.25,12414,Austria
550998,21977,,24,26-04-2011 09:12,0.55,12414,Austria
550998,POST,,1,26-04-2011 09:12,40,12414,Austria
551013,22839,,1,26-04-2011 10:54,14.95,15108,European Community
551013,22840,,2,26-04-2011 10:54,7.95,15108,European Community
551013,22841,,2,26-04-2011 10:54,7.95,15108,European Community
551013,22457,,6,26-04-2011 10:54,2.95,15108,European Community
551013,22314,,6,26-04-2011 10:54,2.95,15108,European Community
551013,22312,,6,26-04-2011 10:54,2.95,15108,European Community
551013,22842,,2,26-04-2011 10:54,6.75,15108,European Community
551013,22843,,2,26-04-2011 10:54,6.75,15108,European Community
551013,22424,,1,26-04-2011 10:54,12.75,15108,European Community
551013,22722,,4,26-04-2011 10:54,3.95,15108,European Community
551013,POST,,2,26-04-2011 10:54,18,15108,European Community
C551015,23176,,-4,26-04-2011 11:06,2.25,12753,Japan
C551015,22637,,-3,26-04-2011 11:06,2.1,12753,Japan
C551015,22364,,-9,26-04-2011 11:06,2.55,12753,Japan
C551015,22361,,-1,26-04-2011 11:06,2.55,12753,Japan
C551015,21774,,-1,26-04-2011 11:06,1.25,12753,Japan
C551015,21452,,-4,26-04-2011 11:06,2.55,12753,Japan
C551015,21218,,-10,26-04-2011 11:06,3.25,12753,Japan
C551015,22661,,-1,26-04-2011 11:06,0.72,12753,Japan
C551018,22328,,-1,26-04-2011 11:19,2.95,12705,Germany
C551018,22667,,-6,26-04-2011 11:19,2.95,12705,Germany
C551018,22467,,-2,26-04-2011 11:19,2.55,12705,Germany
C551018,22355,,-1,26-04-2011 11:19,0.85,12705,Germany
C551018,21426,,-1,26-04-2011 11:19,2.1,12705,Germany
C551018,21424,,-1,26-04-2011 11:19,2.95,12705,Germany
C551018,21238,,-1,26-04-2011 11:19,0.85,12705,Germany
C551018,20719,,-1,26-04-2011 11:19,0.85,12705,Germany
C551018,20712,,-2,26-04-2011 11:19,1.95,12705,Germany
551054,23053,,2,26-04-2011 11:44,8.25,12429,Austria
551054,23052,,4,26-04-2011 11:44,8.25,12429,Austria
551054,23054,,4,26-04-2011 11:44,8.25,12429,Austria
551054,23050,,2,26-04-2011 11:44,8.25,12429,Austria
551054,21137,,8,26-04-2011 11:44,3.75,12429,Austria
551054,22041,,6,26-04-2011 11:44,2.55,12429,Austria
551054,23076,,24,26-04-2011 11:44,1.25,12429,Austria
551054,22960,,6,26-04-2011 11:44,4.25,12429,Austria
551054,84879,,8,26-04-2011 11:44,1.69,12429,Austria
551054,22626,,2,26-04-2011 11:44,8.5,12429,Austria
551054,22423,,2,26-04-2011 11:44,12.75,12429,Austria
551054,22993,,12,26-04-2011 11:44,1.25,12429,Austria
551054,22583,,6,26-04-2011 11:44,2.55,12429,Austria
551054,22744,,6,26-04-2011 11:44,2.95,12429,Austria
551054,22544,,24,26-04-2011 11:44,0.42,12429,Austria
551054,22539,,24,26-04-2011 11:44,0.42,12429,Austria
551054,22483,,6,26-04-2011 11:44,2.95,12429,Austria
551054,20704,,2,26-04-2011 11:44,6.95,12429,Austria
551054,21977,,24,26-04-2011 11:44,0.55,12429,Austria
551054,21212,,24,26-04-2011 11:44,0.55,12429,Austria
551054,POST,,2,26-04-2011 11:44,28,12429,Austria
551163,21749,,4,26-04-2011 15:52,2.1,12573,France
551163,22459,,1,26-04-2011 15:52,2.55,12573,France
551163,22996,,1,26-04-2011 15:52,0.42,12573,France
551163,23003,,1,26-04-2011 15:52,0.42,12573,France
551163,84879,,4,26-04-2011 15:52,1.69,12573,France
551163,21507,,12,26-04-2011 15:52,0.42,12573,France
551163,21531,,1,26-04-2011 15:52,2.55,12573,France
551163,22403,,1,26-04-2011 15:52,1.25,12573,France
551163,22358,,1,26-04-2011 15:52,2.95,12573,France
551163,84927F,,1,26-04-2011 15:52,2.1,12573,France
551163,84927A,,1,26-04-2011 15:52,2.1,12573,France
551163,21696,,12,26-04-2011 15:52,2.95,12573,France
551163,22224,,4,26-04-2011 15:52,2.95,12573,France
551163,47566,,2,26-04-2011 15:52,4.95,12573,France
551163,22924,,12,26-04-2011 15:52,0.85,12573,France
551163,22431,,1,26-04-2011 15:52,1.95,12573,France
551163,85194S,,1,26-04-2011 15:52,0.65,12573,France
551163,22976,,1,26-04-2011 15:52,1.25,12573,France
551163,22975,,1,26-04-2011 15:52,1.25,12573,France
551163,22976,,2,26-04-2011 15:52,1.25,12573,France
551163,22974,,2,26-04-2011 15:52,1.65,12573,France
551163,21385,,2,26-04-2011 15:52,0.85,12573,France
551163,22972,,2,26-04-2011 15:52,1.65,12573,France
551163,22977,,2,26-04-2011 15:52,1.25,12573,France
551163,22501,,1,26-04-2011 15:52,9.95,12573,France
551163,22083,,1,26-04-2011 15:52,2.95,12573,France
551163,21385,,1,26-04-2011 15:52,0.85,12573,France
551163,85123A,,9,26-04-2011 15:52,2.95,12573,France
551187,C2,,1,27-04-2011 10:02,50,14911,EIRE
551187,71403,,12,27-04-2011 10:02,2.95,14911,EIRE
551187,22381,,50,27-04-2011 10:02,1.85,14911,EIRE
551187,22380,,50,27-04-2011 10:02,1.85,14911,EIRE
551187,22379,,50,27-04-2011 10:02,1.85,14911,EIRE
551258,22356,,10,27-04-2011 12:02,0.85,12621,Germany
551258,23204,,20,27-04-2011 12:02,0.85,12621,Germany
551258,20665,,6,27-04-2011 12:02,2.95,12621,Germany
551258,21556,,6,27-04-2011 12:02,2.55,12621,Germany
551258,23078,,24,27-04-2011 12:02,1.25,12621,Germany
551258,22175,,12,27-04-2011 12:02,2.95,12621,Germany
551258,22176,,12,27-04-2011 12:02,2.95,12621,Germany
551258,21128,,2,27-04-2011 12:02,6.95,12621,Germany
551258,22621,,12,27-04-2011 12:02,1.65,12621,Germany
551258,22651,,12,27-04-2011 12:02,0.85,12621,Germany
551258,22077,,12,27-04-2011 12:02,1.65,12621,Germany
551258,85049D,,12,27-04-2011 12:02,1.25,12621,Germany
551258,85049G,,12,27-04-2011 12:02,1.25,12621,Germany
551258,20971,,12,27-04-2011 12:02,1.25,12621,Germany
551258,20972,,12,27-04-2011 12:02,1.25,12621,Germany
551258,22303,,12,27-04-2011 12:02,2.55,12621,Germany
551258,22302,,12,27-04-2011 12:02,2.55,12621,Germany
551258,21731,,12,27-04-2011 12:02,1.65,12621,Germany
551258,22904,,6,27-04-2011 12:02,2.95,12621,Germany
551258,20977,,32,27-04-2011 12:02,1.25,12621,Germany
551258,22570,,8,27-04-2011 12:02,3.75,12621,Germany
551258,22568,,8,27-04-2011 12:02,3.75,12621,Germany
551258,22423,,32,27-04-2011 12:02,10.95,12621,Germany
551258,21881,,12,27-04-2011 12:02,0.65,12621,Germany
551258,23199,,20,27-04-2011 12:02,2.08,12621,Germany
551258,21931,,20,27-04-2011 12:02,2.08,12621,Germany
551258,20712,,20,27-04-2011 12:02,2.08,12621,Germany
551258,22386,,10,27-04-2011 12:02,2.08,12621,Germany
551258,85099B,,10,27-04-2011 12:02,2.08,12621,Germany
551258,20719,,20,27-04-2011 12:02,0.85,12621,Germany
551258,20723,,20,27-04-2011 12:02,0.85,12621,Germany
551258,22355,,20,27-04-2011 12:02,0.85,12621,Germany
551258,20724,,10,27-04-2011 12:02,0.85,12621,Germany
551258,POST,,8,27-04-2011 12:02,18,12621,Germany
551278,23206,,20,27-04-2011 13:13,1.65,12483,Sweden
551278,20726,,10,27-04-2011 13:13,1.65,12483,Sweden
551278,22326,,6,27-04-2011 13:13,2.95,12483,Sweden
551278,20725,,10,27-04-2011 13:13,1.65,12483,Sweden
551278,22328,,12,27-04-2011 13:13,2.95,12483,Sweden
551278,22352,,6,27-04-2011 13:13,2.55,12483,Sweden
551278,22779,,8,27-04-2011 13:13,4.25,12483,Sweden
551278,22993,,12,27-04-2011 13:13,1.25,12483,Sweden
551278,23254,,8,27-04-2011 13:13,4.15,12483,Sweden
551278,23255,,8,27-04-2011 13:13,4.15,12483,Sweden
551278,84997D,,8,27-04-2011 13:13,4.15,12483,Sweden
551278,POST,,1,27-04-2011 13:13,40,12483,Sweden
C551333,22320,,-2,27-04-2011 16:28,5.95,12681,France
551345,20726,,100,28-04-2011 09:03,1.45,14646,Netherlands
551345,20724,,100,28-04-2011 09:03,0.72,14646,Netherlands
551345,22328,,48,28-04-2011 09:03,2.55,14646,Netherlands
551345,22326,,48,28-04-2011 09:03,2.55,14646,Netherlands
551345,21671,,96,28-04-2011 09:03,1.06,14646,Netherlands
551345,21930,,10,28-04-2011 09:03,2.08,14646,Netherlands
551345,21989,,12,28-04-2011 09:03,0.85,14646,Netherlands
551345,21987,,12,28-04-2011 09:03,0.65,14646,Netherlands
551345,POST,,6,28-04-2011 09:03,15,14646,Netherlands
551346,21866,,12,28-04-2011 09:12,1.25,12362,Belgium
551346,20750,,2,28-04-2011 09:12,7.95,12362,Belgium
551346,22276,,6,28-04-2011 09:12,2.55,12362,Belgium
551346,20665,,6,28-04-2011 09:12,2.95,12362,Belgium
551346,21576,,6,28-04-2011 09:12,2.25,12362,Belgium
551346,22372,,4,28-04-2011 09:12,4.25,12362,Belgium
551346,47566,,4,28-04-2011 09:12,4.95,12362,Belgium
551346,22613,,12,28-04-2011 09:12,0.85,12362,Belgium
551346,22629,,12,28-04-2011 09:12,1.95,12362,Belgium
551346,22382,,20,28-04-2011 09:12,1.65,12362,Belgium
551346,22383,,10,28-04-2011 09:12,1.65,12362,Belgium
551346,22630,,12,28-04-2011 09:12,1.95,12362,Belgium
551346,23208,,10,28-04-2011 09:12,1.65,12362,Belgium
551346,23206,,10,28-04-2011 09:12,1.65,12362,Belgium
551346,22662,,10,28-04-2011 09:12,1.65,12362,Belgium
551346,21561,,6,28-04-2011 09:12,2.55,12362,Belgium
551346,21918,,24,28-04-2011 09:12,0.42,12362,Belgium
551346,21829,,36,28-04-2011 09:12,0.21,12362,Belgium
551346,37495,,4,28-04-2011 09:12,3.75,12362,Belgium
551346,22405,,12,28-04-2011 09:12,1.25,12362,Belgium
551346,21222,,10,28-04-2011 09:12,1.25,12362,Belgium
551346,84580,,4,28-04-2011 09:12,3.75,12362,Belgium
551346,84581,,4,28-04-2011 09:12,3.75,12362,Belgium
551346,23256,,4,28-04-2011 09:12,4.15,12362,Belgium
551346,23254,,4,28-04-2011 09:12,4.15,12362,Belgium
551346,47591D,,8,28-04-2011 09:12,1.95,12362,Belgium
551346,22367,,8,28-04-2011 09:12,1.95,12362,Belgium
551346,22908,,12,28-04-2011 09:12,0.85,12362,Belgium
551346,POST,,3,28-04-2011 09:12,15,12362,Belgium
C551348,22990,,-100,28-04-2011 09:49,4.25,12415,Australia
551389,22090,,24,28-04-2011 11:45,2.95,12437,France
551389,21086,,48,28-04-2011 11:45,0.65,12437,France
551389,22693,,24,28-04-2011 11:45,1.25,12437,France
551389,22423,,2,28-04-2011 11:45,12.75,12437,France
551389,21212,,24,28-04-2011 11:45,0.55,12437,France
551389,22132,,12,28-04-2011 11:45,0.85,12437,France
551389,22133,,12,28-04-2011 11:45,0.85,12437,France
551389,POST,,1,28-04-2011 11:45,18,12437,France
551398,20971,,12,28-04-2011 13:09,1.25,12417,Spain
551398,22644,,12,28-04-2011 13:09,1.45,12417,Spain
551398,22138,,3,28-04-2011 13:09,4.95,12417,Spain
551398,47591D,,8,28-04-2011 13:09,1.95,12417,Spain
551398,21700,,12,28-04-2011 13:09,0.85,12417,Spain
551398,47559B,,10,28-04-2011 13:09,1.25,12417,Spain
551398,37501,,3,28-04-2011 13:09,6.95,12417,Spain
551398,37500,,12,28-04-2011 13:09,4.95,12417,Spain
551398,37495,,4,28-04-2011 13:09,3.75,12417,Spain
551398,22851,,12,28-04-2011 13:09,0.85,12417,Spain
551398,22613,,12,28-04-2011 13:09,0.85,12417,Spain
551398,21080,,12,28-04-2011 13:09,0.85,12417,Spain
551398,84509B,,4,28-04-2011 13:09,3.75,12417,Spain
551398,21974,,12,28-04-2011 13:09,1.45,12417,Spain
551398,84987,,12,28-04-2011 13:09,1.45,12417,Spain
551398,22937,,6,28-04-2011 13:09,2.55,12417,Spain
551398,22955,,6,28-04-2011 13:09,2.1,12417,Spain
551398,21977,,24,28-04-2011 13:09,0.55,12417,Spain
551398,21212,,24,28-04-2011 13:09,0.55,12417,Spain
551398,22417,,24,28-04-2011 13:09,0.55,12417,Spain
551398,84991,,24,28-04-2011 13:09,0.55,12417,Spain
551398,84535B,,16,28-04-2011 13:09,0.65,12417,Spain
551398,POST,,3,28-04-2011 13:09,28,12417,Spain
551467,POST,,1,28-04-2011 16:20,18,12600,Germany
551467,47344B,,12,28-04-2011 16:20,0.83,12600,Germany
551467,21481,,12,28-04-2011 16:20,2.95,12600,Germany
551467,20726,,10,28-04-2011 16:20,1.65,12600,Germany
551467,15056BL,,18,28-04-2011 16:20,5.95,12600,Germany
551467,84879,,8,28-04-2011 16:20,1.69,12600,Germany
551467,22178,,12,28-04-2011 16:20,1.25,12600,Germany
551467,20679,,12,28-04-2011 16:20,5.95,12600,Germany
551529,21936,,5,01-05-2011 13:18,2.95,12524,Germany
551529,22501,,2,01-05-2011 13:18,9.95,12524,Germany
551529,22502,,4,01-05-2011 13:18,5.95,12524,Germany
551529,22972,,12,01-05-2011 13:18,1.65,12524,Germany
551529,22974,,12,01-05-2011 13:18,1.65,12524,Germany
551529,37340,,48,01-05-2011 13:18,0.39,12524,Germany
551529,23204,,40,01-05-2011 13:18,0.85,12524,Germany
551529,23206,,40,01-05-2011 13:18,1.65,12524,Germany
551529,22551,,12,01-05-2011 13:18,1.65,12524,Germany
551529,22554,,12,01-05-2011 13:18,1.65,12524,Germany
551529,22556,,12,01-05-2011 13:18,1.65,12524,Germany
